0,90.0,r
150,45.0,g
300,0.0,g
450,135.0,r
600,90.0,g
750,45.0,g
900,180.0,r
1050,135.0,g
1200,90.0,g
1350,225.0,r
1500,180.0,g
1650,135.0,g
1800,270.0,r
2100,270.0,g
2250,225.0,r
2400,270.0,g
2550,315.0,g
2700,180.0,r
2850,225.0,g
3000,270.0,g
3150,135.0,r
3300,180.0,g
3450,225.0,g
3600,90.0,r
3900,270.0,g
4050,45.0,r
4350,225.0,g
4500,135.0,r
4800,315.0,g
4950,0.0,r
5250,180.0,g
5400,135.0,r
5550,45.0,g
5700,90.0,g
5850,180.0,r
6000,270.0,g
6150,225.0,g
6300,90.0,r
6450,0.0,g
6600,45.0,g
6750,225.0,r
6900,135.0,g
7050,180.0,g
7200,270.0,r
7350,315.0,g
7500,0.0,g
7650,225.0,r
7800,270.0,g
7950,315.0,g
8100,180.0,r
8250,225.0,g
8400,270.0,g
8550,135.0,r
8700,180.0,g
8850,225.0,g
9000,90.0,r
9300,90.0,g
9450,135.0,r
9600,90.0,g
9750,45.0,g
9900,180.0,r
10050,135.0,g
10200,90.0,g
10350,225.0,r
10500,180.0,g
10650,135.0,g
10800,270.0,r
11100,90.0,g
11250,315.0,r
11550,135.0,g
11700,225.0,r
12000,45.0,g
12150,0.0,r
12450,180.0,g
12600,225.0,r
12750,315.0,g
12900,270.0,g
13050,180.0,r
13200,90.0,g
13350,135.0,g
13500,270.0,r
13650,0.0,g
13800,315.0,g
13950,135.0,r
14100,45.0,g
14250,90.0,g
14400,180.0,r
14550,225.0,g
14700,270.0,g
14850,315.0,r
15000,0.0,g
15150,45.0,g
15300,225.0,r
15450,270.0,g
15600,315.0,g
15750,0.0,r
15900,45.0,g
16050,90.0,g
16200,270.0,r
16350,225.0,g
16500,180.0,g
16650,135.0,r
16800,90.0,g
16950,45.0,g
17100,315.0,r
17250,270.0,g
17400,225.0,g
17550,180.0,r
17700,135.0,g
17850,90.0,g
18000,45.0,r
18150,135.0,g
18300,180.0,g
18450,0.0,r
18600,90.0,g
18750,135.0,g
18900,315.0,r
19050,45.0,g
19200,90.0,g
19350,270.0,r
19500,0.0,g
19650,45.0,g
19800,225.0,r
19950,315.0,g
20100,0.0,g
20250,180.0,r
20400,270.0,g
20550,315.0,g
20700,135.0,r
20850,225.0,g
21000,270.0,g
21150,90.0,r
21300,180.0,g
21450,225.0,g
21600,0.0,r
21600,45.0,r
21900,180.0,g
21900,225.0,g
22050,180.0,r
22050,225.0,r
22350,45.0,g
22350,90.0,g
22500,45.0,r
22500,90.0,r
22800,225.0,g
22800,270.0,g
22950,225.0,r
22950,270.0,r
23250,0.0,g
23250,315.0,g
23400,0.0,r
23400,315.0,r
23700,45.0,g
23700,90.0,g
23850,45.0,r
23850,90.0,r
24150,135.0,g
24150,225.0,g
24300,135.0,r
24300,225.0,r
24600,0.0,g
24600,270.0,g
24750,0.0,r
24750,270.0,r
25050,0.0,g
25050,90.0,g
25200,0.0,r
25350,45.0,g
25500,90.0,g
25650,0.0,r
25800,315.0,g
25950,270.0,g
26100,45.0,r
26250,90.0,g
26400,135.0,g
26550,315.0,r
26700,270.0,g
26850,225.0,g
27000,90.0,r
27150,135.0,g
27300,180.0,g
27450,270.0,r
27600,225.0,g
27750,180.0,g
27900,135.0,r
28050,180.0,g
28200,225.0,g
28350,225.0,r
28500,180.0,g
28650,135.0,g
28800,90.0,r
28950,45.0,g
29100,0.0,g
29250,270.0,r
29400,225.0,g
29550,180.0,g
29700,45.0,r
29850,0.0,g
30000,315.0,g
30150,225.0,r
30300,180.0,g
30450,135.0,g
30600,0.0,r
30750,315.0,g
30900,270.0,g
31050,180.0,r
31200,135.0,g
31350,90.0,g
31500,315.0,r
31650,270.0,g
31800,225.0,g
31950,135.0,r
32100,90.0,g
32250,45.0,g
32400,0.0,r
32400,180.0,r
33600,90.0,g
33600,270.0,g
34200,0.0,r
34500,45.0,g
34650,225.0,r
34950,90.0,g
35100,270.0,r
35400,135.0,g
35550,315.0,r
35850,180.0,g
36000,0.0,r
