2045,0.0,r
2252,135.0,b
2356,90.0,y
2459,45.0,r
2666,180.0,b
2873,0.0,r
3080,225.0,b
3183,270.0,y
3287,315.0,r
3493,180.0,b
3700,0.0,r
3907,135.0,b
4011,90.0,y
4114,45.0,r
4321,180.0,b
4528,0.0,r
4631,45.0,y
4735,90.0,b
4838,135.0,y
4942,180.0,r
5356,0.0,r
5769,45.0,r
5976,135.0,b
6183,90.0,r
6390,180.0,b
6597,135.0,r
6804,225.0,b
7011,180.0,r
7424,270.0,r
7528,315.0,y
7631,0.0,b
7735,315.0,y
7838,270.0,r
8045,45.0,b
8252,315.0,r
8459,90.0,b
8666,45.0,r
8976,0.0,y
9080,45.0,r
9287,135.0,b
9493,270.0,r
9700,90.0,b
9907,180.0,r
10114,0.0,b
10321,135.0,r
10631,45.0,y
10735,90.0,r
10942,225.0,b
11149,0.0,r
11356,135.0,b
11562,270.0,r
11976,0.0,r
12390,315.0,r
12597,225.0,b
12804,270.0,r
13011,180.0,b
13218,225.0,r
13424,135.0,b
13631,180.0,r
14045,90.0,r
14149,45.0,y
14252,0.0,b
14356,45.0,y
14459,90.0,r
14666,315.0,b
14873,45.0,r
15080,270.0,b
15287,0.0,r
15493,90.0,b
15700,180.0,r
15907,270.0,b
16114,0.0,r
16528,45.0,r
16528,315.0,r
16942,0.0,r
17149,270.0,b
17356,180.0,r
17562,90.0,b
17769,0.0,r
17976,45.0,b
18045,90.0,g
18114,135.0,m
18183,180.0,r
18597,270.0,r
18804,90.0,b
18907,45.0,y
19011,90.0,r
19114,45.0,y
19218,90.0,b
19321,45.0,y
19424,90.0,r
19631,135.0,b
19838,45.0,r
20045,315.0,b
20252,225.0,r
20459,45.0,b
20562,90.0,y
20666,45.0,r
20769,90.0,y
20873,45.0,b
20976,90.0,y
21080,45.0,r
21287,225.0,b
21493,135.0,r
21700,45.0,b
21907,0.0,r
22114,180.0,b
22218,135.0,y
22321,180.0,r
22424,135.0,y
22528,180.0,b
22631,135.0,y
22735,180.0,r
22942,225.0,b
23149,0.0,r
23356,135.0,b
23562,270.0,r
23666,315.0,y
23769,0.0,b
23873,45.0,y
23976,90.0,r
24080,135.0,y
24183,180.0,b
24287,225.0,y
24390,270.0,r
24597,90.0,b
24804,0.0,r
25011,180.0,b
25218,90.0,r
25424,270.0,b
25528,315.0,y
25631,270.0,r
25735,315.0,y
25838,270.0,b
25942,315.0,y
26045,270.0,r
26252,225.0,b
26459,315.0,r
26666,45.0,b
26873,135.0,r
27080,315.0,b
27183,270.0,y
27287,315.0,r
27390,270.0,y
27493,315.0,b
27597,270.0,y
27700,315.0,r
27907,135.0,b
28114,225.0,r
28321,315.0,b
28528,45.0,r
28942,45.0,r
29149,90.0,b
29356,135.0,r
29562,225.0,b
29769,315.0,r
30183,90.0,r
30287,45.0,y
30390,0.0,b
30597,270.0,r
30700,315.0,y
30804,0.0,b
31011,90.0,r
31218,270.0,b
31424,180.0,r
31838,45.0,r
31942,90.0,y
32045,135.0,b
32252,315.0,r
32356,270.0,y
32459,225.0,b
32666,135.0,r
32873,225.0,b
32976,270.0,y
33080,315.0,r
33493,0.0,r
33700,225.0,b
33804,270.0,y
33907,315.0,r
34114,180.0,b
34321,0.0,r
34528,135.0,b
34631,90.0,y
34735,45.0,r
34942,180.0,b
35149,0.0,r
35356,315.0,b
35459,270.0,y
35562,225.0,r
35769,180.0,b
35976,0.0,r
36183,45.0,b
36287,90.0,y
36390,135.0,r
36597,180.0,b
36804,0.0,r
37011,225.0,b
37114,270.0,y
37218,315.0,r
37424,180.0,b
37631,0.0,r
37838,135.0,b
37942,90.0,y
38045,45.0,r
38252,180.0,b
38459,0.0,r
38666,225.0,b
38769,270.0,y
38873,315.0,r
39080,180.0,b
39287,0.0,r
39390,315.0,y
