 815,0.0,r
1190,0.0,r
1565,0.0,r
1940,0.0,r
2315,0.0,r
2690,0.0,r
3065,0.0,r
3440,0.0,r
3815,90.0,r
4190,90.0,r
4565,90.0,r
4940,90.0,r
5315,90.0,r
5690,90.0,r
6065,90.0,r
6440,90.0,r
6815,225.0,r
7190,225.0,r
7565,225.0,r
7940,225.0,r
8315,225.0,r
8690,225.0,r
9065,225.0,r
9440,225.0,r
9815,270.0,r
9878,315.0,m
9940,270.0,g
10190,270.0,r
10252,315.0,m
10315,270.0,g
10565,270.0,r
10628,315.0,m
10690,270.0,g
10940,270.0,r
11002,315.0,m
11065,270.0,g
11315,270.0,r
11378,315.0,m
11440,270.0,g
11690,270.0,r
11752,315.0,m
11815,270.0,g
12065,270.0,r
12128,315.0,m
12190,270.0,g
12440,270.0,r
12502,315.0,m
12565,270.0,g
12815,135.0,r
12878,90.0,m
12940,135.0,g
13190,135.0,r
13252,90.0,m
13315,135.0,g
13565,135.0,r
13628,90.0,m
13690,135.0,g
13940,135.0,r
14002,90.0,m
14065,135.0,g
14315,135.0,r
14378,90.0,m
14440,135.0,g
14690,135.0,r
14752,90.0,m
14815,135.0,g
15065,135.0,r
15128,90.0,m
15190,135.0,g
15440,135.0,r
15502,90.0,m
15565,135.0,g
15815,0.0,r
15878,45.0,m
15940,0.0,g
16190,0.0,r
16252,315.0,m
16315,0.0,g
16565,0.0,r
16628,45.0,m
16690,0.0,g
16940,0.0,r
17002,315.0,m
17065,0.0,g
17315,0.0,r
17378,45.0,m
17440,0.0,g
17690,0.0,r
17752,315.0,m
17815,0.0,g
18065,0.0,r
18128,45.0,m
18190,0.0,g
18440,0.0,r
18502,315.0,m
18565,0.0,g
18815,180.0,r
18878,180.0,m
18940,180.0,g
19190,225.0,r
19252,225.0,m
19315,225.0,g
19565,270.0,r
19628,270.0,m
19690,270.0,g
19940,315.0,r
20002,315.0,m
20065,315.0,g
20315,180.0,r
20378,180.0,m
20440,180.0,g
20690,135.0,r
20752,135.0,m
20815,135.0,g
21065,90.0,r
21128,90.0,m
21190,90.0,g
21440,45.0,r
21502,45.0,m
21565,45.0,g
21815,0.0,r
21878,0.0,m
21940,0.0,g
22190,45.0,r
22252,45.0,m
22315,45.0,g
22565,90.0,r
22628,90.0,m
22690,90.0,g
22940,135.0,r
23002,135.0,m
23065,135.0,g
23315,0.0,r
23378,0.0,m
23440,0.0,g
23690,315.0,r
23752,315.0,m
23815,315.0,g
24065,270.0,r
24128,270.0,m
24190,270.0,g
24440,225.0,r
24502,225.0,m
24565,225.0,g
24815,0.0,r
24878,45.0,m
24940,0.0,g
25190,45.0,r
25252,90.0,m
25315,45.0,g
25565,90.0,r
25628,135.0,m
25690,90.0,g
25940,135.0,r
26002,180.0,m
26065,135.0,g
26315,180.0,r
26378,225.0,m
26440,180.0,g
26690,225.0,r
26752,270.0,m
26815,225.0,g
27065,270.0,r
27128,315.0,m
27190,270.0,g
27440,315.0,r
27502,0.0,m
27565,315.0,g
27815,180.0,r
27878,135.0,m
27940,180.0,g
28190,135.0,r
28252,90.0,m
28315,135.0,g
28565,90.0,r
28628,45.0,m
28690,90.0,g
28940,45.0,r
29002,0.0,m
29065,45.0,g
29315,0.0,r
29378,315.0,m
29440,0.0,g
29690,315.0,r
29752,270.0,m
29815,315.0,g
30065,270.0,r
30128,225.0,m
30190,270.0,g
30440,225.0,r
30502,180.0,m
30565,225.0,g
30815,0.0,r
30878,45.0,m
30940,0.0,g
31190,45.0,r
31252,90.0,m
31315,45.0,g
31565,90.0,r
31628,135.0,m
31690,90.0,g
31940,135.0,r
32002,180.0,m
32065,135.0,g
32315,0.0,r
32378,315.0,m
32440,0.0,g
32690,315.0,r
32752,270.0,m
32815,315.0,g
33065,270.0,r
33128,225.0,m
33190,270.0,g
33440,225.0,r
33502,180.0,m
33565,225.0,g
33815,90.0,r
33909,225.0,y
34002,225.0,b
34096,180.0,y
34190,180.0,r
34284,135.0,y
34378,135.0,b
34471,90.0,y
34565,90.0,r
34659,225.0,y
34752,225.0,b
34846,180.0,y
34940,180.0,r
35034,135.0,y
35128,135.0,b
35221,90.0,y
35315,90.0,r
35409,225.0,y
35502,180.0,b
35596,135.0,y
35690,90.0,r
35784,135.0,y
35878,180.0,b
35971,225.0,y
36065,90.0,r
36159,225.0,y
36252,180.0,b
36346,135.0,y
36440,90.0,r
36534,135.0,y
36628,180.0,b
36721,225.0,y
36815,90.0,r
36909,135.0,y
37002,180.0,b
37096,135.0,y
37190,90.0,r
37284,45.0,y
37378,0.0,b
37471,45.0,y
37565,90.0,r
